Stock #,VIN,Year,Make,Model,Odometer,Certified,Photo Count,Color,Interior,Price,"AutoTrader.com
SRP","AutoTrader.com
VDP",MMR Wholesale,KBB Lending,Age,timestamp
LR598840,W1KWF8EB7LR598840,2020,Mercedes-Benz,C-Class,5645.0,No,0,Selenite Gray Metallic,Gray,39415.0,75.0,0.0,41900,40964,280,2021-09-07 05:03:34
LF133602,W1K1J6JB6LF133602,2020,Mercedes-Benz,E-Class,8873.0,No,26,Polar White,Macciato Beige Leather,69875.0,349.0,8.0,61500,63356,280,2021-09-07 05:03:34
MJ184886,W1N4N4HB8MJ184886,2021,Mercedes-Benz,GLA,3983.0,No,0,Iridium Silver Metallic,Black,40875.0,38.0,1.0,42300,40263,280,2021-09-07 05:03:34
MF877436,W1N0G8EB3MF877436,2021,Mercedes-Benz,GLC,2900.0,No,13,White,Black,46050.0,67.0,0.0,50200,45534,280,2021-09-07 05:03:34
MJ192611,W1N4N4HB9MJ192611,2021,Mercedes-Benz,GLA,5102.0,No,24,Denim Blue Metallic,Beige,40875.0,49.0,5.0,42100,39874,280,2021-09-07 05:03:34
LF137310,W1K1J6JB2LF137310,2020,Mercedes-Benz,E-Class,4534.0,No,0,Black,Black Leather,67425.0,293.0,0.0,63100,63513,280,2021-09-07 05:03:34
LF702987,WDC0G8DB8LF702987,2020,Mercedes-Benz,GLC,2500.0,Yes,0,mojave silver metallic,Silk Beige,37945.0,202.0,1.0,45400,42370,280,2021-09-07 05:03:34
MJ267321,W1K3G4FB6MJ267321,2021,Mercedes-Benz,A-Class,9071.0,No,0,Patagonia Red Metallic,Black,39625.0,82.0,0.0,-,-,280,2021-09-07 05:03:34
MF868945,W1N0G8EB1MF868945,2021,Mercedes-Benz,GLC,2900.0,No,0,Cirrus Silver Metallic,Black,46775.0,26.0,0.0,50200,45534,280,2021-09-07 05:03:34
MF870994,W1N0G8EB2MF870994,2021,Mercedes-Benz,GLC,2900.0,No,0,Black,Black,46950.0,57.0,0.0,50200,45338,280,2021-09-07 05:03:34
MF877407,W1N0G8EB7MF877407,2021,Mercedes-Benz,GLC,2900.0,No,0,White,Black,46050.0,71.0,1.0,50200,45534,280,2021-09-07 05:03:34
MJ193139,W1N4N4HB5MJ193139,2021,Mercedes-Benz,GLA,7658.0,No,26,Iridium Silver Metallic,Black,40875.0,39.0,2.0,41700,39817,280,2021-09-07 05:03:34
MJ173056,W1N4N4HB0MJ173056,2021,Mercedes-Benz,GLA,7469.0,No,26,Mountain Gray Metallic,Black,42675.0,51.0,2.0,41700,39869,280,2021-09-07 05:03:34
MJ206326,W1N4N4HB5MJ206326,2021,Mercedes-Benz,GLA,4034.0,No,0,White,Black,42650.0,41.0,1.0,42300,40168,280,2021-09-07 05:03:34
MF872577,W1N0G8EB7MF872577,2021,Mercedes-Benz,GLC,2900.0,No,0,Selenite Gray Metallic,Black,46775.0,52.0,0.0,50200,45534,280,2021-09-07 05:03:34
MJ205558,W1N4N4HBXMJ205558,2021,Mercedes-Benz,GLA,6163.0,No,26,White,Beige,42650.0,64.0,3.0,41900,39971,280,2021-09-07 05:03:34
MJ182362,W1N4N4HB8MJ182362,2021,Mercedes-Benz,GLA,5338.0,No,0,Mountain Gray Metallic,Black,42350.0,41.0,0.0,42100,40070,280,2021-09-07 05:03:34
MF879633,W1N0G8EB4MF879633,2021,Mercedes-Benz,GLC,2900.0,No,0,White,Beige,46050.0,35.0,0.0,50200,45534,280,2021-09-07 05:03:34
MF875647,W1N0G8EB6MF875647,2021,Mercedes-Benz,GLC,4931.0,No,0,Cirrus Silver Metallic,Black,46775.0,30.0,0.0,50200,45169,280,2021-09-07 05:03:34
MW083734,W1N4M4HB9MW083734,2021,Mercedes-Benz,GLB,2900.0,No,22,Patagonia Red Metallic,Beige,48300.0,89.0,3.0,46800,45330,281,2021-09-07 05:03:34
MF883891,W1N0G8EB2MF883891,2021,Mercedes-Benz,GLC,1341.0,No,23,Selenite Gray Metallic,Black,50950.0,58.0,0.0,50300,45717,286,2021-09-07 05:03:34
MF880538,W1N0G8EB4MF880538,2021,Mercedes-Benz,GLC,2900.0,No,0,White,Black,46050.0,60.0,1.0,50200,45534,287,2021-09-07 05:03:34
LJ700577,W1NTG4GB5LJ700577,2020,Mercedes-Benz,GLA,2900.0,No,24,Iridium Silver Metallic,Black,35725.0,275.0,3.0,35200,36423,300,2021-09-07 05:03:34
MJ130490,W1N4N4HBXMJ130490,2021,Mercedes-Benz,GLA,10372.0,No,0,Mountain Gray Metallic,Black,38010.0,106.0,0.0,41200,39551,308,2021-09-07 05:03:34
HU183191C3,55SWF4KBXHU183191,2017,Mercedes-Benz,C-Class,53888.0,Yes,27,Polar White,Black w/MB-Tex Upholstery,24170.0,167.0,8.0,23300,25931,314,2021-09-07 05:03:34
MJ160633,W1N4N4HB2MJ160633,2021,Mercedes-Benz,GLA,5386.0,No,0,Iridium Silver Metallic,Black,40850.0,35.0,0.0,42100,40070,342,2021-09-07 05:03:34
LA842893,W1KZF8EB6LA842893,2020,Mercedes-Benz,E-Class,7219.0,No,26,Selenite Gray Metallic,Beige/Black,55110.0,110.0,2.0,51600,49888,342,2021-09-07 05:03:34
LR596165,W1KWF8EB7LR596165,2020,Mercedes-Benz,C-Class,6572.0,No,26,Black,Black,40275.0,43.0,0.0,41700,40859,342,2021-09-07 05:03:34
LA800731,W1KZF8EB1LA800731,2020,Mercedes-Benz,E-Class,5016.0,No,0,designo Selenite Gray Magno,Black,61535.0,125.0,1.0,52100,50147,342,2021-09-07 05:03:34
LR580449,W1KWF8EB7LR580449,2020,Mercedes-Benz,C-Class,5864.0,No,0,Black,Black,39730.0,73.0,0.0,41800,40964,342,2021-09-07 05:03:34
LR564843,WDDWF8EB8LR564843,2020,Mercedes-Benz,C-Class,6122.0,No,0,Black,Black,39675.0,82.0,0.0,41800,40912,342,2021-09-07 05:03:34
LR572888,W1KWF8EB4LR572888,2020,Mercedes-Benz,C-Class,5484.0,No,0,Iridium Silver,Black,39715.0,57.0,0.0,41900,41016,342,2021-09-07 05:03:34
LR573056,W1KWF8EB8LR573056,2020,Mercedes-Benz,C-Class,6465.0,No,0,Polar White,Black,39655.0,83.0,0.0,41700,40912,342,2021-09-07 05:03:34
MJ147339,W1N4N4HB3MJ147339,2021,Mercedes-Benz,GLA,8.0,No,26,Iridium Silver Metallic,Black,41050.0,64.0,0.0,43000,40356,342,2021-09-07 05:03:34
MJ116484,W1N4N4HB0MJ116484,2021,Mercedes-Benz,GLA,12498.0,No,0,Mountain Gray Metallic,Black,37830.0,123.0,2.0,40900,35868,342,2021-09-07 05:03:34
KA031789,WDD2J5KB8KA031789,2019,Mercedes-Benz,CLS,12604.0,No,10,Black,Black Leather,69695.0,191.0,3.0,59000,63088,403,2021-09-07 05:03:34
KF900929,WDDWJ6EB8KF900929,2019,Mercedes-Benz,C-Class,10969.0,No,22,Graphite,Black,64110.0,787.0,14.0,51700,54302,403,2021-09-07 05:03:34
KA043515,WDD2J5JB7KA043515,2019,Mercedes-Benz,CLS,9881.0,No,22,Selenite Gray Metallic,Magma Gray and Espresso Brown w/Leather Upholstery,64910.0,173.0,9.0,61000,63367,403,2021-09-07 05:03:34
KF116269,WDD1J6JB5KF116269,2019,Mercedes-Benz,E-Class,7887.0,No,0,Rubellite Red Metallic,Saddle Brown Leather,61785.0,283.0,1.0,53400,52472,403,2021-09-07 05:03:34
KA670776,WDDZF6JB6KA670776,2019,Mercedes-Benz,E-Class,16264.0,No,0,Lunar Blue Metallic,Nut Brown,53440.0,193.0,2.0,49000,47810,403,2021-09-07 05:03:34
KF113884,WDD1J6JBXKF113884,2019,Mercedes-Benz,E-Class,8611.0,No,0,Diamond White,Black Leather,63395.0,249.0,0.0,53200,52768,403,2021-09-07 05:03:34
KF611764,WDC0G4KB1KF611764,2019,Mercedes-Benz,GLC,7327.0,Yes,0,Mojave,Black,39640.0,45.0,0.0,39400,41077,403,2021-09-07 05:03:34
KA046348,WDD2J5KB9KA046348,2019,Mercedes-Benz,CLS,11048.0,No,0,Obsidian Black,Black Leather,69450.0,176.0,0.0,59200,63417,403,2021-09-07 05:03:34
KF566801,WDC0J4KB5KF566801,2019,Mercedes-Benz,GLC,15527.0,Yes,0,Mojave,Black,46560.0,70.0,1.0,46300,48596,403,2021-09-07 05:03:34
KA671665,WDDZF4KB9KA671665,2019,Mercedes-Benz,E-Class,8997.0,No,0,Grey,Black,48155.0,78.0,0.0,44900,45148,403,2021-09-07 05:03:34
KA646299,WDDZF6BB1KA646299,2019,Mercedes-Benz,E-Class,6481.0,No,0,designo Selenite Gray Magno,Macchiato Beige,69155.0,375.0,5.0,58800,63883,403,2021-09-07 05:03:34
KF110102,WDD1J6JB5KF110102,2019,Mercedes-Benz,E-Class,11259.0,No,17,Obsidian Black,Black Leather,63040.0,230.0,4.0,52500,52033,403,2021-09-07 05:03:34
LA772438,W1KZF6JB1LA772438,2020,Mercedes-Benz,E-Class,6786.0,No,29,Cardinal Red,Black,62245.0,148.0,3.0,59500,57784,434,2021-09-07 05:03:34
LF728846,WDC0G6EB6LF728846,2020,Mercedes-Benz,GLC,4928.0,No,29,Mojave,Black,73840.0,328.0,9.0,-,63092,665,2021-09-07 05:03:34
19251,55SWF8EB5KU299196,2019,Mercedes-Benz,C-Class,7802.0,No,1,Mojave,,40800.0,21.0,0.0,37800,38514,782,2021-09-07 05:03:34
K3579900T,WD4PG2EE0K3579900,2019,Mercedes-Benz,Metris,35053.0,No,0,Arctic White,Black w/Leatherette Seat Trim,44673.0,9.0,0.0,-,31768,3,2021-09-08 05:03:42
GW484555T,2T3BFREVXGW484555,2016,Toyota,RAV4,86152.0,No,6,Barcelona Red Metallic,Black w/Fabric Seat Trim,22995.0,8.0,1.0,17200,18985,4,2021-09-08 05:03:42
74409114T,4S4WX85D074409114,2007,Subaru,B9 Tribeca,133627.0,No,5,Sxv,Gray Leather,5895.0,6.0,0.0,-,4289,4,2021-09-08 05:03:42
CA090255T,WA1LFAFPXCA090255,2012,Audi,Q5,113905.0,No,5,Monsoon Gray Metallic,Leather,15478.0,14.0,0.0,9150,11043,5,2021-09-08 05:03:42
JB004437T,4JGDA7FB0JB004437,2018,Mercedes-Benz,GLE,17420.0,No,0,Obsidian Black Metallic,Espresso Brown/Black w/Exclusive Nappa Leather Upholstery,69900.0,155.0,1.0,68300,73210,5,2021-09-08 05:03:42
FA557193T,4JGDF6EE6FA557193,2015,Mercedes-Benz,GL-Class,57897.0,No,6,Steel Gray Metallic,Black w/MB-Tex Upholstery,32900.0,65.0,1.0,25900,29300,5,2021-09-08 05:03:42
D2453714T,YV4902DZ7D2453714,2013,Volvo,XC60,131675.0,No,7,Blue,Sandstone Beige w/Leather Seating Surfaces,14900.0,39.0,0.0,7100,10999,6,2021-09-08 05:03:42
D5625765T,JTDKN3DUXD5625765,2013,Toyota,Prius,114104.0,No,5,Super White,Dark Gray w/Fabric Seat Trim,13490.0,43.0,0.0,7825,9513,6,2021-09-08 05:03:42
HA194259T,WDDLJ9BB9HA194259,2017,Mercedes-Benz,CLS,52688.0,No,6,Gray,Black w/Leather Upholstery,46470.0,93.0,1.0,40400,44253,6,2021-09-08 05:03:42
AA283914T,WDDNG7GB8AA283914,2010,Mercedes-Benz,S-Class,80929.0,No,8,Iridium Silver Metallic,Leather,29900.0,366.0,4.0,-,20210,7,2021-09-08 05:03:42
FA503766T,4JGDA5HB7FA503766,2015,Mercedes-Benz,M-Class,67968.0,No,0,Black,Black w/MB-Tex Leatherette Seat Trim,27900.0,80.0,1.0,23300,25401,7,2021-09-08 05:03:42
JA478011T,WDDZF6GB1JA478011,2018,Mercedes-Benz,E-Class,30149.0,No,0,Lunar Blue Metallic,Nut Brown / Black w/MB-Tex Upholstery,46900.0,83.0,0.0,39000,44561,7,2021-09-08 05:03:42
JR411346C3,WDDWF4KB5JR411346,2018,Mercedes-Benz,C-Class,27362.0,No,0,Lunar Blue Metallic,,33900.0,16.0,0.0,30100,32495,7,2021-09-08 05:03:42
KC823102T,5N1AT2MV9KC823102,2019,Nissan,Rogue,57800.0,No,0,Brilliant Silver Metallic,Charcoal Leather,26900.0,9.0,0.0,22500,24468,7,2021-09-08 05:03:42
MF880267T,W1N0G8EBXMF880267,2021,Mercedes-Benz,GLC,3741.0,No,18,Black,Black w/MB-Tex Upholstery,46250.0,33.0,0.0,50200,45156,7,2021-09-08 05:03:42
4M409845T,3VWCK31C24M409845,2004,Volkswagen,Beetle,92007.0,No,5,Sundown Orange,Black w/Leatherette Seat Trim,5995.0,123.0,0.0,1475,2745,8,2021-09-08 05:03:42
9VE86520T,WBAUL73589VE86520,2009,BMW,1 Series,61296.0,No,0,Space Gray Metallic,Black Leather,14890.0,1087.0,24.0,7200,11696,8,2021-09-08 05:03:42
D6162851T,2GNFLCEKXD6162851,2013,Chevrolet,Equinox,56586.0,No,0,Atlantis Blue Metallic,Black Cloth,13490.0,14.0,0.0,8475,12203,8,2021-09-08 05:03:42
FA080286T,WA1LFAFP9FA080286,2015,Audi,Q5,34289.0,No,3,Black Metallic,Leather,25900.0,51.0,0.0,20900,24260,8,2021-09-08 05:03:42
JN564798PP,WDDSJ5CB3JN564798,2018,Mercedes-Benz,CLA,17275.0,No,16,Mountain Gray Metallic,Black w/Red Stitching w/Leather Upholstery,48900.0,494.0,17.0,43000,48756,8,2021-09-08 05:03:42
KB205069T,4JGDA5GBXKB205069,2019,Mercedes-Benz,GLE,24582.0,No,0,Lunar Blue Metallic,Espresso Brown w/MB-Tex Leatherette Seat Trim,48900.0,90.0,1.0,44200,46503,8,2021-09-08 05:03:42
KN704980T,WDDSJ4EB2KN704980,2019,Mercedes-Benz,CLA,13382.0,No,0,Lunar Blue Metallic,,32900.0,18.0,2.0,28800,30454,8,2021-09-08 05:03:42
EL009059T,5J8TB4H52EL009059,2014,Acura,RDX,62921.0,No,0,Black,Leather,21900.0,34.0,0.0,17300,20224,8,2021-09-08 05:03:42
L3753660,W1WV0FEY4L3753660,2020,Mercedes-Benz,Metris,10000.0,No,0,Obsidian Black Metallic,black,56000.0,146.0,1.0,24500,34377,9,2021-09-08 05:03:42
HJ016796C3,WDDVP9AB0HJ016796,2017,Mercedes-Benz,B-Class,24122.0,No,0,Polar Silver Metallic,Crystal Gray w/MB-Tex Upholstery,21885.0,704.0,14.0,15400,16699,9,2021-09-08 05:03:42
JU270084C3,55SWF6EBXJU270084,2018,Mercedes-Benz,C-Class,18132.0,No,0,Polar White,Black w/Red Stitching w/Leather Upholstery,48865.0,227.0,3.0,43400,44147,9,2021-09-08 05:03:42
JB076375C3,4JGDA5JB7JB076375,2018,Mercedes-Benz,GLE,42945.0,No,0,Selenite Gray Metallic,Espresso Brown w/MB-Tex Leatherette Seat Trim,46865.0,53.0,0.0,36100,37116,9,2021-09-08 05:03:42
LU030682C3,W1NTG4GB6LU030682,2020,Mercedes-Benz,GLA,7304.0,No,0,Polar White,Sahara Beige w/MB-Tex Upholstery,39870.0,91.0,0.0,34600,36240,9,2021-09-08 05:03:42
L3756715,W1WV0FEY7L3756715,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,56000.0,321.0,0.0,25900,34951,9,2021-09-08 05:03:42
L3761039,W1WV0FEY7L3761039,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,79999.0,336.0,0.0,25900,34951,9,2021-09-08 05:03:42
L3757942,W1WV0FEY1L3757942,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,56000.0,303.0,1.0,25900,34951,9,2021-09-08 05:03:42
L3760486,W1WV0FEY5L3760486,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,56000.0,339.0,0.0,25900,34951,9,2021-09-08 05:03:42
L3755351,W1WV0FEY1L3755351,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,79999.0,346.0,0.0,25900,34951,9,2021-09-08 05:03:42
L3751674,W1WV0FEY5L3751674,2020,Mercedes-Benz,Metris,5.0,No,2,Obsidian Black Metallic,black,79999.0,393.0,4.0,25900,34951,9,2021-09-08 05:03:42
L3750852,W1WV0FEY9L3750852,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,79999.0,348.0,1.0,25900,34951,9,2021-09-08 05:03:42
L3754160,W1WV0FEY0L3754160,2020,Mercedes-Benz,Metris,5.0,No,11,Obsidian Black Metallic,black,56000.0,487.0,18.0,25900,34951,9,2021-09-08 05:03:42
L3750781,W1WV0FEY1L3750781,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,79999.0,419.0,0.0,25900,34951,9,2021-09-08 05:03:42
L3757495,W1WV0FEY2L3757495,2020,Mercedes-Benz,Metris,5.0,No,20,Obsidian Black Metallic,black,56000.0,398.0,15.0,25900,34951,9,2021-09-08 05:03:42
L3759707,W1WV0FEY1L3759707,2020,Mercedes-Benz,Metris,5.0,No,3,Obsidian Black Metallic,black,56000.0,382.0,4.0,25900,34951,9,2021-09-08 05:03:42
L3758055,W1WV0FEY1L3758055,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,56000.0,388.0,0.0,25900,34951,9,2021-09-08 05:03:42
L3754724,W1WV0FEY9L3754724,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,79999.0,345.0,1.0,25900,34951,9,2021-09-08 05:03:42
L3759169,W1WV0FEYXL3759169,2020,Mercedes-Benz,Metris,5.0,No,11,Obsidian Black Metallic,black,56000.0,395.0,4.0,25900,34951,9,2021-09-08 05:03:42
L3758497,W1WV0FEY0L3758497,2020,Mercedes-Benz,Metris,3582.0,No,0,Obsidian Black Metallic,black,56000.0,156.0,0.0,25400,34951,9,2021-09-08 05:03:42
FA508661T,4JGDA5HB7FA508661,2015,Mercedes-Benz,M-Class,63233.0,No,0,Black,Almond Beige/Mocha w/MB-Tex Leatherette Seat Trim,27880.0,119.0,1.0,23900,25565,10,2021-09-08 05:03:42
DU249310T,4T1BF1FK8DU249310,2013,Toyota,Camry,61343.0,No,10,Super White,Ash w/Fabric Seat Trim,14900.0,224.0,17.0,12250,14893,11,2021-09-08 05:03:42
GB192610T,WDDHF8JB2GB192610,2016,Mercedes-Benz,E-Class,42441.0,No,0,Black,Black w/MB-Tex Upholstery,28965.0,301.0,6.0,24900,27309,11,2021-09-08 05:03:42
L3201533T,4S4BTAAC1L3201533,2020,Subaru,Outback,17331.0,No,0,Ice Silver Metallic,slate black Cloth,29885.0,77.0,0.0,27000,28673,11,2021-09-08 05:03:42
HL573487T,1C4BJWEG0HL573487,2017,Jeep,Wrangler,35078.0,No,0,Black Clearcoat,Black Cloth,38910.0,79.0,0.0,36200,36481,11,2021-09-08 05:03:42
JU258171T,55SWF4JB8JU258171,2018,Mercedes-Benz,C-Class,7970.0,No,0,Selenite Gray Metallic,Black w/MB-Tex Upholstery,31205.0,82.0,4.0,32600,32819,11,2021-09-08 05:03:42
KU292168P,55SWF8EB9KU292168,2019,Mercedes-Benz,C-Class,15142.0,No,0,Selenite Gray Metallic,,39900.0,9.0,0.0,36800,38718,11,2021-09-08 05:03:42
HA049636T,WDDZF4KB3HA049636,2017,Mercedes-Benz,E-Class,38463.0,No,0,Iridium Silver Metallic,Black w/MB-Tex Upholstery,34470.0,156.0,0.0,31700,33268,11,2021-09-08 05:03:42
B5025354T,JTJBM7FX8B5025354,2011,Lexus,GX,87602.0,No,0,Gray,Leather,26450.0,793.0,26.0,20800,24314,12,2021-09-08 05:03:42
GR255903T,1GYS4CKJ4GR255903,2016,Cadillac,Escalade,21560.0,No,27,Black Raven,Kona Brown With Jet Black Accents Leather,60950.0,230.0,22.0,53300,58810,12,2021-09-08 05:03:42
HA316026C3,WDDUG8FB7HA316026,2017,Mercedes-Benz,S-Class,37862.0,No,0,Iridium Silver Metallic,Black w/Leather Upholstery,59835.0,330.0,0.0,51900,56045,12,2021-09-08 05:03:42
JU236240C3,55SWF4KB3JU236240,2018,Mercedes-Benz,C-Class,15246.0,No,0,Black,Black w/MB-Tex Upholstery,34885.0,117.0,3.0,31800,32944,12,2021-09-08 05:03:42
JV086254C3,WDC0G4JB6JV086254,2018,Mercedes-Benz,GLC,29019.0,No,0,Polar White,Silk Beige/Black w/MB-Tex Upholstery,36890.0,65.0,0.0,31900,32405,12,2021-09-08 05:03:42
JF067307C3,WDD1J6FB5JF067307,2018,Mercedes-Benz,E-Class,25273.0,No,0,Black,Black w/Nappa Leather Upholstery,49870.0,176.0,1.0,43300,44609,12,2021-09-08 05:03:42
KS595780T,5TDJZRFH5KS595780,2019,Toyota,Highlander,18572.0,No,12,Blizzard Pearl,Black w/Leather Seat Trim,39855.0,94.0,1.0,38400,39966,12,2021-09-08 05:03:42
LW006032C3,WDC4M4HBXLW006032,2020,Mercedes-Benz,GLB,11186.0,No,0,Cosmos Black Metallic,Black w/MB-Tex Upholstery,44870.0,50.0,0.0,41900,41986,12,2021-09-08 05:03:42
LW038391C3,WDD3G4EB7LW038391,2020,Mercedes-Benz,A-Class,14256.0,No,0,Digital White Metallic,Macchiato Beige w/MB-Tex Upholstery,36875.0,103.0,0.0,33000,33477,12,2021-09-08 05:03:42
JB110430C3,4JGDF6EE2JB110430,2018,Mercedes-Benz,GLS,20458.0,No,13,Selenite Gray,Black w/MB-Tex Upholstery,62885.0,205.0,9.0,54900,56224,12,2021-09-08 05:03:42
D0A11834T,5UXWX9C52D0A11834,2013,BMW,X3,103700.0,No,0,Jet Black,Oyster Leather,13885.0,177.0,1.0,9500,10484,13,2021-09-08 05:03:42
EG209398T,WDCGG8JB0EG209398,2014,Mercedes-Benz,GLK,61571.0,No,0,White,Sahara Beige/Mocha w/MB-Tex Upholstery,22865.0,146.0,5.0,18650,20485,13,2021-09-08 05:03:42
F0P01236T,5UXKR0C58F0P01236,2015,BMW,X5,45778.0,No,9,Brown Metallic,Canberra Beige Leather,29805.0,280.0,13.0,25500,28019,13,2021-09-08 05:03:42
FVZ93918T,WBAVM1C59FVZ93918,2015,BMW,X1,50877.0,No,9,Le Mans Blue Metallic,Sand Beige Leather,19485.0,198.0,6.0,14700,16281,13,2021-09-08 05:03:42
HU206407C3,55SWF4JB1HU206407,2017,Mercedes-Benz,C-Class,32347.0,No,0,Black,Black w/MB-Tex Upholstery,27870.0,88.0,0.0,25200,27126,13,2021-09-08 05:03:42
JA436786C3,WDDZF4JB8JA436786,2018,Mercedes-Benz,E-Class,16115.0,No,9,Diamond Silver Metallic,Macchiato Beige / Black w/MB-Tex Upholstery,41875.0,89.0,5.0,39100,41233,13,2021-09-08 05:03:42
LA176516C3,4JGFB4JB5LA176516,2020,Mercedes-Benz,GLE,16114.0,No,0,Black,Macchiato/Magmagray w/MB-Tex Leatherette Seat Trim,59725.0,251.0,1.0,56600,57006,13,2021-09-08 05:03:42
LA848630C3,W1KZF8DB2LA848630,2020,Mercedes-Benz,E-Class,15786.0,No,0,Black,Macchiato Beige/Black w/MB-Tex Upholstery,53860.0,117.0,0.0,46400,46580,13,2021-09-08 05:03:42
LJ688300C3,WDCTG4EB4LJ688300,2020,Mercedes-Benz,GLA,7805.0,No,17,Polar White,Black w/MB-Tex Upholstery,37995.0,48.0,1.0,33500,33174,13,2021-09-08 05:03:42
JA440146C3,WDDZF6GBXJA440146,2018,Mercedes-Benz,E-Class,31221.0,No,0,Selenite Gray Metallic,Black w/MB-Tex Upholstery,45850.0,112.0,0.0,38800,42296,13,2021-09-08 05:03:42
FNT02402T,WBA3B1G56FNT02402,2015,BMW,3 Series,59060.0,No,9,Silver Metallic,Venetian Beige,18470.0,584.0,25.0,13800,16754,14,2021-09-08 05:03:42
JC503092T,1C4RJFBG0JC503092,2018,Jeep,Grand Cherokee,17443.0,No,9,Diamond Black Crystal Pearlcoat,Black Leather,35815.0,133.0,4.0,33000,34955,14,2021-09-08 05:03:42
JA472815P,WDC0G6EB0JF472815,2018,Mercedes-Benz,GLC,19911.0,No,4,Polar White,Black w/Red Stitching w/Leather Upholstery or Leather Upholstery,50955.0,242.0,4.0,47300,48874,14,2021-09-08 05:03:42
FR685946T,1GKS2CKJ4FR685946,2015,GMC,Yukon,66394.0,No,11,Summit White,Jet Black Leather,46815.0,152.0,4.0,36600,43075,14,2021-09-08 05:03:42
C2049156T,JTJBC1BA8C2049156,2012,Lexus,RX,91863.0,No,0,Obsidian,Black w/Smooth Perforated Leather Seat Trim,19830.0,557.0,10.0,12350,17303,15,2021-09-08 05:03:42
ER386766T,2C4RC1BG7ER386766,2014,Chrysler,Town & Country,60093.0,No,4,Maximum Steel Metallic Clearcoat,Black/Light Graystone Leather,15825.0,101.0,2.0,10850,14194,15,2021-09-08 05:03:42
FA172811T,1HGCR2F86FA172811,2015,Honda,Accord,59507.0,No,0,White,Leather,19785.0,59.0,0.0,15950,18039,15,2021-09-08 05:03:42
KF632454P,WDC0G4KB3KF632454,2019,Mercedes-Benz,GLC,12504.0,No,16,Polar White,Black w/MB-Tex Upholstery,39890.0,113.0,4.0,39000,40210,15,2021-09-08 05:03:42
JM174683U,3TMCZ5ANXJM174683,2018,Toyota,Tacoma,39963.0,No,18,Midnight Black Metallic,Black Pkg/Gun Metal w/Leather Seat Trim,39780.0,81.0,2.0,29900,38888,16,2021-09-08 05:03:42
E0391330T,JTDKN3DU0E0391330,2014,Toyota,Prius,139276.0,No,21,Blizzard Pearl,Dark Gray w/Fabric Seat Trim,11535.0,904.0,18.0,7675,9055,17,2021-09-08 05:03:42
KA494683T,WDDZF4KB2KA494683,2019,Mercedes-Benz,E-Class,15810.0,No,22,Black,Black w/MB-Tex Upholstery,51815.0,93.0,4.0,43500,46521,17,2021-09-08 05:03:42
EC101190T,1C4RJFBG9EC101190,2014,Jeep,Grand Cherokee,116672.0,No,15,Deep Cherry Red Crystal Pearlcoat,Black/Lt Frost Beige Leather,18860.0,239.0,3.0,14850,17349,17,2021-09-08 05:03:42
EC517307T,5N1AL0MM9EC517307,2014,INFINITI,QX60,70870.0,No,22,Midnight Garnet,Graphite Leather,22470.0,159.0,6.0,16450,19659,17,2021-09-08 05:03:42
EA411990T,4JGDA5HB3EA411990,2014,Mercedes-Benz,M-Class,70885.0,No,21,Black,Black w/MB-Tex Leatherette Seat Trim,23855.0,119.0,4.0,19250,22183,18,2021-09-08 05:03:42
EF720894T,WBA3N9C50EF720894,2014,BMW,4 Series,55188.0,No,21,Jet Black,Black w/SensaTec Leatherette Upholstery,21820.0,201.0,11.0,18850,22234,18,2021-09-08 05:03:42
LSA54152T,WP0AB2Y11LSA54152,2020,Porsche,Taycan,6859.0,No,34,Carrara White Metallic,Leather,134895.0,519.0,31.0,114000,127481,18,2021-09-08 05:03:42
G0197743T,1G6AX5SS7G0197743,2016,Cadillac,CTS,92243.0,No,21,Crystal White Tricoat,Jet Black With Jet Black Accents Leather,23785.0,319.0,7.0,19150,19393,18,2021-09-08 05:03:42
FK203204T,WBA3C3C50FK203204,2015,BMW,3 Series,42460.0,No,17,Mineral Grey Metallic,Black,19830.0,255.0,15.0,15950,17752,18,2021-09-08 05:03:42
GP233395P,WDAPF4CC8GP233395,2016,Mercedes-Benz,Sprinter 3500,7581.0,No,20,Brilliant Silver Metallic,Black w/Leatherette Seat Trim,129900.0,1160.0,32.0,67800,52882,19,2021-09-08 05:03:42
HA108563P,WDDZF4KB2HA108563,2017,Mercedes-Benz,E-Class,52790.0,No,10,Black,Black w/MB-Tex Upholstery,34715.0,127.0,3.0,29900,31569,19,2021-09-08 05:03:42
LCE42275T,WBAGV4C03LCE42275,2020,BMW,8 Series,808.0,No,0,White Metallic,Tartufo/Black Leather,84900.0,473.0,2.0,-,83628,19,2021-09-08 05:03:42
